id	filename	md5	size	state
00f55a16-0ee5-4939-8efb-de34e68d4ccd	00f55a16-0ee5-4939-8efb-de34e68d4ccd/ff11a9e3-d32b-431b-9ebb-c5a3d9eb0e4f.rna_seq.augmented_star_gene_counts.tsv	164572054f5eb2acdee027781ec57cd8	4243741	validated
02f009dd-42ff-4ea7-b73e-e2e980c4491b	02f009dd-42ff-4ea7-b73e-e2e980c4491b/21b172a2-72ce-4cfc-b021-cf8c36359feb.rna_seq.augmented_star_gene_counts.tsv	97f389ce698652ba4920c32c8cc3c987	4240543	validated
04b0d095-33ef-4ced-9c78-d29f6dbb66f7	04b0d095-33ef-4ced-9c78-d29f6dbb66f7/53bd217b-0458-4315-a13c-f9e79fa46501.rna_seq.augmented_star_gene_counts.tsv	995c506535fe58d6515c8f712d4b7d0f	4237350	validated
08aa578c-dd97-4360-a8d0-fb33152b2754	08aa578c-dd97-4360-a8d0-fb33152b2754/a4eb6432-6b60-4320-ad12-307b9136bf87.rna_seq.augmented_star_gene_counts.tsv	59daad220e56664c2a411af1d664e41e	4232050	validated
0935441d-cb49-4c38-8358-bb66a85d7e37	0935441d-cb49-4c38-8358-bb66a85d7e37/84a15687-a977-43a1-b2b7-099ecdf21b2c.rna_seq.augmented_star_gene_counts.tsv	541b18da8998f03f8875aed4a963781e	4253672	validated
0c53b773-af42-4285-b0bb-19787a2712a7	0c53b773-af42-4285-b0bb-19787a2712a7/7107da6d-83c9-47af-bbf5-c677e50dcfad.rna_seq.augmented_star_gene_counts.tsv	e550790bafbe61ce1af382597c37e8c5	4241757	validated
11f51468-d07c-461f-a98c-3ebdb84a713e	11f51468-d07c-461f-a98c-3ebdb84a713e/0a4a9b5b-90d9-4789-af04-f931433808c1.rna_seq.augmented_star_gene_counts.tsv	7ca7531a34e09d682a39fabd7d017254	4236741	validated
122eb839-bee6-487a-9436-e39d6d4c2b98	122eb839-bee6-487a-9436-e39d6d4c2b98/aa786193-fb52-46b2-a71a-1b94cbf47810.rna_seq.augmented_star_gene_counts.tsv	708dcd4e21cc3d7c61ada033880b0c5d	4234020	validated
17c3c58b-a88f-4038-a5a8-a04c97b43d6f	17c3c58b-a88f-4038-a5a8-a04c97b43d6f/0f095e03-de38-4be9-874c-c58893e031d9.rna_seq.augmented_star_gene_counts.tsv	ed4bc64ed6f939e7d6fee5baaefcb7f8	4227240	validated
1872a964-9710-4e43-b4fc-d763169dafdd	1872a964-9710-4e43-b4fc-d763169dafdd/dab9a230-f4f6-4692-863a-5fdcf516be24.rna_seq.augmented_star_gene_counts.tsv	a466e155e137566231b132dc12e5dda7	4231326	validated
19270d61-7c93-4ac6-b15f-f14670697a9b	19270d61-7c93-4ac6-b15f-f14670697a9b/44eb0b78-9761-4131-b831-85e765a24e6b.rna_seq.augmented_star_gene_counts.tsv	ded1b42ed663f32b859d42403e277b85	4235102	validated
195a81e9-0031-4dff-bae9-81374745c744	195a81e9-0031-4dff-bae9-81374745c744/debb199a-24be-4e87-84ea-2df67673457a.rna_seq.augmented_star_gene_counts.tsv	3d5e104ecf90e404ac761f74e2270b37	4229516	validated
1a0c3f54-a7ac-446a-98bd-169414496ac6	1a0c3f54-a7ac-446a-98bd-169414496ac6/87fad31a-da7d-4904-93bd-29a7290a316b.rna_seq.augmented_star_gene_counts.tsv	37b7b204807c1b84931acd656c3a2893	4235537	validated
1a4b5082-b33b-4eda-a45d-cabbbf314791	1a4b5082-b33b-4eda-a45d-cabbbf314791/c56e13bb-f1b0-4ee3-85c1-807c7c3bcef9.rna_seq.augmented_star_gene_counts.tsv	4a17573f2aa5b9996fe994754f5dd3a3	4243819	validated
1c68b804-b174-4685-8132-7890bbe9fd91	1c68b804-b174-4685-8132-7890bbe9fd91/bfb2d782-49b2-4452-b418-bc90cd007df1.rna_seq.augmented_star_gene_counts.tsv	df2387d8f1d9d5a2e2127f23700f371f	4233562	validated
2283e20e-9f90-4ea7-ad8e-d9d5c1821974	2283e20e-9f90-4ea7-ad8e-d9d5c1821974/7612ab8d-b99d-4b3b-a157-fe93e277ecf5.rna_seq.augmented_star_gene_counts.tsv	8e3559791a919795930c1a3101d9838a	4222266	validated
229e0c80-ada5-4fd3-8e93-a9bc1fac11a4	229e0c80-ada5-4fd3-8e93-a9bc1fac11a4/b038a717-19be-40c4-a4df-992156b5e2a2.rna_seq.augmented_star_gene_counts.tsv	917a53271e996da4ed17a195804fc961	4224744	validated
2471abd8-2054-43a6-858a-c9356630b3b9	2471abd8-2054-43a6-858a-c9356630b3b9/f98f9a57-095b-482a-893c-030f9ad9db02.rna_seq.augmented_star_gene_counts.tsv	92c72851428cc49d00a398a1465cd912	4231306	validated
264a9bde-6199-4643-9200-2e7030ac40c7	264a9bde-6199-4643-9200-2e7030ac40c7/42c66a11-d635-4b1a-907c-3b1a3ab8f0e5.rna_seq.augmented_star_gene_counts.tsv	b1f40ab710b8c8001ad1bb91686bfa41	4229758	validated
272e6a7e-3e32-4470-8c49-5d306836202c	272e6a7e-3e32-4470-8c49-5d306836202c/93417f09-eab3-42ed-acea-e43f20df213e.rna_seq.augmented_star_gene_counts.tsv	49e2e6da4aedefcd0b76da1cc8b3f505	4232718	validated
